Id,Id,Province_State,Country_Region,Date,ConfirmedCases,Fatalities,country+province,Lat,Long,day_from_jan_first,temp,min,max,stp,wdsp,prcp,fog
6677,6678,Hainan,China,2020-03-05,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,65,67.6,64.9,81.5,996.6,2.5,0.14,1
6678,6679,Hainan,China,2020-03-06,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,66,74.8,65.7,82.9,994.1,2.5,0.02,0
6679,6680,Hainan,China,2020-03-07,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,67,77.2,69.4,92.3,991.1,2.6,0.02,0
6680,6681,Hainan,China,2020-03-08,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,68,83.7,70.3,95.7,986.3,4.2,0.0,0
6681,6682,Hainan,China,2020-03-09,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,69,84.3,72.5,98.6,986.7,2.9,0.0,0
6682,6683,Hainan,China,2020-03-10,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,70,71.6,68.2,98.6,994.0,4.3,0.0,1
6683,6684,Hainan,China,2020-03-11,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,71,75.9,68.2,82.9,993.9,4.5,0.0,0
6684,6685,Hainan,China,2020-03-12,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,72,81.1,70.2,93.4,992.3,2.6,0.0,0
6685,6686,Hainan,China,2020-03-13,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,73,80.8,72.0,96.3,993.5,2.3,0.0,0
6686,6687,Hainan,China,2020-03-14,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,74,69.9,68.0,96.3,996.9,3,0.04,1
6687,6688,Hainan,China,2020-03-15,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,75,72.1,68.0,75.6,996.5,4.8,0.0,0
6688,6689,Hainan,China,2020-03-16,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,76,74.8,69.1,79.3,996.3,6.3,0.0,0
6689,6690,Hainan,China,2020-03-17,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,77,76.0,70.9,85.3,995.3,3.5,0.0,0
6690,6691,Hainan,China,2020-03-18,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,78,76.5,69.8,86.4,993.0,2.2,0.0,0
6691,6692,Hainan,China,2020-03-19,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,79,76.1,68.9,86.4,993.4,2.5,0.0,0
6692,6693,Hainan,China,2020-03-20,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,80,79.1,70.5,89.4,993.2,2,0.0,0
6693,6694,Hainan,China,2020-03-21,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,81,80.4,70.7,91.9,992.6,2.3,0.0,0
6694,6695,Hainan,China,2020-03-22,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,82,79.2,71.6,93.0,992.7,2.1,0.0,0
6695,6696,Hainan,China,2020-03-23,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,83,78.5,71.2,93.0,993.3,2.6,0.0,0
6696,6697,Hainan,China,2020-03-24,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,84,80.6,72.3,92.8,992.4,3,0.0,1
6697,6698,Hainan,China,2020-03-25,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,85,78.6,72.3,92.8,991.1,2.5,0.01,1
6698,6699,Hainan,China,2020-03-26,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,86,81.8,72.3,91.9,990.8,2.8,0.0,0
6699,6700,Hainan,China,2020-03-27,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,87,83.8,72.9,97.9,990.1,2.8,0.0,0
6700,6701,Hainan,China,2020-03-28,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,88,81.2,71.8,97.9,990.6,3,0.0,0
6701,6702,Hainan,China,2020-03-29,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,89,82.0,72.5,95.2,989.0,3.5,0.0,0
6702,6703,Hainan,China,2020-03-30,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,90,82.0,72.5,95.2,989.0,3.5,0.0,0
6703,6704,Hainan,China,2020-03-31,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,91,82.0,72.5,95.2,989.0,3.5,0.0,0
6704,6705,Hainan,China,2020-04-01,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,92,82.0,72.5,95.2,989.0,3.5,0.0,0
6705,6706,Hainan,China,2020-04-02,168.0,6.0,China-Hainan,19.19590000000001,109.74529999999984,93,82.0,72.5,95.2,989.0,3.5,0.0,0
6741,6742,Hebei,China,2020-01-22,1.0,0.0,China-Hebei,39.548999999999985,116.13060000000017,22,27.9,17.6,43.0,999.9,3.3,0.0,0
6742,6743,Hebei,China,2020-01-23,1.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,23,32.2,17.6,48.2,999.9,4.3,0.0,0
6743,6744,Hebei,China,2020-01-24,2.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,24,27.2,15.8,47.7,999.9,3.7,0.0,0
6744,6745,Hebei,China,2020-01-25,8.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,25,27.7,12.2,42.8,999.9,4,0.0,0
6745,6746,Hebei,China,2020-01-26,13.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,26,28.4,14.0,41.0,999.9,2.5,0.0,0
6746,6747,Hebei,China,2020-01-27,18.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,27,31.9,22.1,42.8,999.9,2.6,0.0,0
6747,6748,Hebei,China,2020-01-28,33.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,28,33.1,24.4,44.6,999.9,2.4,0.0,0
6748,6749,Hebei,China,2020-01-29,48.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,29,31.5,15.8,48.2,999.9,2.9,0.0,0
6749,6750,Hebei,China,2020-01-30,65.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,30,30.1,15.8,47.1,999.9,3.6,0.0,0
6750,6751,Hebei,China,2020-01-31,82.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,31,36.2,15.8,50.0,999.9,6.2,0.0,0
6751,6752,Hebei,China,2020-02-01,96.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,32,34.8,22.1,48.0,999.9,5.3,0.04,1
6752,6753,Hebei,China,2020-02-02,104.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,33,26.9,10.4,40.6,999.9,5.6,0.01,1
6753,6754,Hebei,China,2020-02-03,113.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,34,27.4,12.2,38.5,999.9,6.2,0.0,0
6754,6755,Hebei,China,2020-02-04,126.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,35,24.6,12.2,38.5,999.9,5.3,0.0,0
6755,6756,Hebei,China,2020-02-05,135.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,36,21.2,16.2,36.9,999.9,5.2,0.11,1
6756,6757,Hebei,China,2020-02-06,157.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,37,21.1,14.0,25.5,999.9,3.7,0.05,1
6757,6758,Hebei,China,2020-02-07,172.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,38,24.1,14.0,35.6,999.9,3.2,0.0,0
6758,6759,Hebei,China,2020-02-08,195.0,1.0,China-Hebei,39.548999999999985,116.13060000000017,39,30.9,15.8,45.5,999.9,2.9,0.0,0
6759,6760,Hebei,China,2020-02-09,206.0,2.0,China-Hebei,39.548999999999985,116.13060000000017,40,31.1,19.4,48.2,999.9,2.3,0.0,0
6760,6761,Hebei,China,2020-02-10,218.0,2.0,China-Hebei,39.548999999999985,116.13060000000017,41,35.2,23.0,54.9,999.9,2.7,0.0,0
6761,6762,Hebei,China,2020-02-11,239.0,2.0,China-Hebei,39.548999999999985,116.13060000000017,42,35.8,24.4,54.9,999.9,2.6,0.0,0
6762,6763,Hebei,China,2020-02-12,251.0,2.0,China-Hebei,39.548999999999985,116.13060000000017,43,37.0,24.8,53.6,999.9,2.4,0.0,1
6763,6764,Hebei,China,2020-02-13,265.0,3.0,China-Hebei,39.548999999999985,116.13060000000017,44,42.1,28.4,53.2,999.9,3.8,0.17,1
6764,6765,Hebei,China,2020-02-14,283.0,3.0,China-Hebei,39.548999999999985,116.13060000000017,45,29.5,23.0,47.7,999.9,11.9,0.99,1
6765,6766,Hebei,China,2020-02-15,291.0,3.0,China-Hebei,39.548999999999985,116.13060000000017,46,26.5,23.0,32.7,999.9,16.1,0.0,0
6766,6767,Hebei,China,2020-02-16,300.0,3.0,China-Hebei,39.548999999999985,116.13060000000017,47,31.8,23.0,39.2,999.9,11.7,0.0,0
6767,6768,Hebei,China,2020-02-17,301.0,3.0,China-Hebei,39.548999999999985,116.13060000000017,48,33.1,21.2,50.0,999.9,4.6,0.0,0
6768,6769,Hebei,China,2020-02-18,306.0,4.0,China-Hebei,39.548999999999985,116.13060000000017,49,37.0,24.3,51.8,999.9,3.6,0.0,0
6769,6770,Hebei,China,2020-02-19,306.0,4.0,China-Hebei,39.548999999999985,116.13060000000017,50,37.1,26.6,50.4,999.9,3,0.0,0
6770,6771,Hebei,China,2020-02-20,307.0,5.0,China-Hebei,39.548999999999985,116.13060000000017,51,34.4,28.4,46.4,999.9,2.6,0.0,0
6771,6772,Hebei,China,2020-02-21,308.0,5.0,China-Hebei,39.548999999999985,116.13060000000017,52,39.9,28.4,53.6,999.9,9,0.0,0
6772,6773,Hebei,China,2020-02-22,309.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,53,38.1,24.8,51.8,999.9,6.1,0.0,0
6773,6774,Hebei,China,2020-02-23,311.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,54,37.8,26.6,50.5,999.9,2.7,0.0,0
6774,6775,Hebei,China,2020-02-24,311.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,55,42.7,29.5,50.5,999.9,3.2,0.0,0
6775,6776,Hebei,China,2020-02-25,311.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,56,42.9,30.2,51.8,999.9,4.8,0.0,0
6776,6777,Hebei,China,2020-02-26,312.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,57,39.6,30.2,49.8,999.9,4.9,0.0,0
6777,6778,Hebei,China,2020-02-27,317.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,58,36.1,24.8,47.3,999.9,5,0.0,0
6778,6779,Hebei,China,2020-02-28,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,59,39.1,27.1,48.2,999.9,3.6,0.0,0
6779,6780,Hebei,China,2020-02-29,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,60,37.1,30.4,46.9,999.9,2.8,0.11,1
6780,6781,Hebei,China,2020-03-01,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,61,37.3,21.2,51.8,999.9,6.9,0.0,1
6781,6782,Hebei,China,2020-03-02,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,62,38.3,23.4,51.1,999.9,6.2,0.17,1
6782,6783,Hebei,China,2020-03-03,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,63,35.0,19.4,49.1,999.9,13.2,0.0,0
6783,6784,Hebei,China,2020-03-04,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,64,34.0,19.4,46.6,999.9,4.3,0.0,0
6784,6785,Hebei,China,2020-03-05,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,65,37.1,26.4,48.7,999.9,5.7,0.0,0
6785,6786,Hebei,China,2020-03-06,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,66,41.0,29.7,51.8,999.9,4.5,0.04,1
6786,6787,Hebei,China,2020-03-07,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,67,48.0,34.0,60.1,999.9,5.8,0.0,1
6787,6788,Hebei,China,2020-03-08,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,68,40.8,38.3,60.1,999.9,3.9,0.13,1
6788,6789,Hebei,China,2020-03-09,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,69,41.6,26.6,53.6,999.9,4.5,0.02,1
6789,6790,Hebei,China,2020-03-10,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,70,39.6,23.0,53.1,999.9,7.6,0.0,0
6790,6791,Hebei,China,2020-03-11,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,71,43.7,28.6,61.7,999.9,3.9,0.0,0
6791,6792,Hebei,China,2020-03-12,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,72,47.2,26.6,61.7,999.9,7.6,0.0,0
6792,6793,Hebei,China,2020-03-13,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,73,42.5,24.8,57.7,999.9,7.6,0.0,0
6793,6794,Hebei,China,2020-03-14,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,74,47.9,31.5,61.2,999.9,7.3,0.0,0
6794,6795,Hebei,China,2020-03-15,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,75,48.2,26.6,64.9,999.9,5.3,0.0,0
6795,6796,Hebei,China,2020-03-16,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,76,40.8,28.4,64.9,999.9,2.8,0.0,0
6796,6797,Hebei,China,2020-03-17,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,77,55.1,33.4,73.9,999.9,3.6,0.0,0
6797,6798,Hebei,China,2020-03-18,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,78,56.1,39.9,79.2,999.9,13.1,0.0,0
6798,6799,Hebei,China,2020-03-19,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,79,51.9,37.4,79.2,999.9,8.7,0.0,0
6799,6800,Hebei,China,2020-03-20,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,80,60.9,42.8,77.0,999.9,5.6,0.0,0
6800,6801,Hebei,China,2020-03-21,318.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,81,52.1,32.0,75.4,999.9,5.5,0.0,0
6801,6802,Hebei,China,2020-03-22,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,82,53.9,36.0,71.6,999.9,5.3,0.0,0
6802,6803,Hebei,China,2020-03-23,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,83,54.8,37.4,72.1,999.9,5.3,0.0,0
6803,6804,Hebei,China,2020-03-24,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,84,56.6,43.3,72.1,999.9,3.8,0.0,0
6804,6805,Hebei,China,2020-03-25,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,85,60.5,41.0,71.6,999.9,7,0.0,1
6805,6806,Hebei,China,2020-03-26,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,86,44.2,32.0,70.3,999.9,10.6,0.13,1
6806,6807,Hebei,China,2020-03-27,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,87,42.8,23.0,59.0,999.9,9.5,0.0,0
6807,6808,Hebei,China,2020-03-28,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,88,45.4,30.0,57.6,999.9,5.1,0.0,0
6808,6809,Hebei,China,2020-03-29,319.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,89,50.4,33.8,62.6,999.9,5.1,0.0,0
6809,6810,Hebei,China,2020-03-30,321.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,90,50.4,33.8,62.6,999.9,5.1,0.0,0
6810,6811,Hebei,China,2020-03-31,321.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,91,50.4,33.8,62.6,999.9,5.1,0.0,0
6811,6812,Hebei,China,2020-04-01,323.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,92,50.4,33.8,62.6,999.9,5.1,0.0,0
6812,6813,Hebei,China,2020-04-02,325.0,6.0,China-Hebei,39.548999999999985,116.13060000000017,93,50.4,33.8,62.6,999.9,5.1,0.0,0
6848,6849,Heilongjiang,China,2020-01-22,0.0,0.0,China-Heilongjiang,47.862000000000045,127.76149999999983,22,-3.4,-9.6,14.0,996.2,3.2,0.0,0
6849,6850,Heilongjiang,China,2020-01-23,2.0,0.0,China-Heilongjiang,47.862000000000045,127.76149999999983,23,2.0,-8.9,10.0,998.1,6.4,0.0,0
6850,6851,Heilongjiang,China,2020-01-24,4.0,1.0,China-Heilongjiang,47.862000000000045,127.76149999999983,24,-7.7,-16.1,10.0,6.9,5,0.0,0
6851,6852,Heilongjiang,China,2020-01-25,9.0,1.0,China-Heilongjiang,47.862000000000045,127.76149999999983,25,-8.5,-16.8,2.8,5.5,4.7,0.0,0
6852,6853,Heilongjiang,China,2020-01-26,15.0,1.0,China-Heilongjiang,47.862000000000045,127.76149999999983,26,-0.9,-15.7,7.2,2.8,6.9,0.0,0
6853,6854,Heilongjiang,China,2020-01-27,21.0,1.0,China-Heilongjiang,47.862000000000045,127.76149999999983,27,4.5,-12.1,17.8,999.3,5.1,0.0,1
6854,6855,Heilongjiang,China,2020-01-28,33.0,1.0,China-Heilongjiang,47.862000000000045,127.76149999999983,28,5.5,-9.8,17.8,0.8,5.9,0.0,0
6855,6856,Heilongjiang,China,2020-01-29,38.0,1.0,China-Heilongjiang,47.862000000000045,127.76149999999983,29,2.8,-7.6,16.5,1.4,5,0.0,0
6856,6857,Heilongjiang,China,2020-01-30,44.0,2.0,China-Heilongjiang,47.862000000000045,127.76149999999983,30,-2.4,-16.6,14.7,996.8,2.9,0.0,1
6857,6858,Heilongjiang,China,2020-01-31,59.0,2.0,China-Heilongjiang,47.862000000000045,127.76149999999983,31,-6.5,-17.5,13.1,994.4,3,0.0,0
6858,6859,Heilongjiang,China,2020-02-01,80.0,2.0,China-Heilongjiang,47.862000000000045,127.76149999999983,32,-0.2,-14.8,8.4,993.2,5.9,0.0,1
6859,6860,Heilongjiang,China,2020-02-02,95.0,2.0,China-Heilongjiang,47.862000000000045,127.76149999999983,33,-2.7,-12.1,8.4,994.5,6.2,0.0,0
6860,6861,Heilongjiang,China,2020-02-03,121.0,2.0,China-Heilongjiang,47.862000000000045,127.76149999999983,34,-11.2,-23.1,6.1,993.9,5,0.0,0
6861,6862,Heilongjiang,China,2020-02-04,155.0,2.0,China-Heilongjiang,47.862000000000045,127.76149999999983,35,-13.6,-28.1,-0.2,998.7,4.1,0.0,0
6862,6863,Heilongjiang,China,2020-02-05,190.0,2.0,China-Heilongjiang,47.862000000000045,127.76149999999983,36,-12.7,-26.3,-1.3,5.5,4.2,0.0,0
6863,6864,Heilongjiang,China,2020-02-06,227.0,3.0,China-Heilongjiang,47.862000000000045,127.76149999999983,37,-8.7,-23.4,1.4,999.3,6.3,0.0,1
6864,6865,Heilongjiang,China,2020-02-07,277.0,3.0,China-Heilongjiang,47.862000000000045,127.76149999999983,38,-10.7,-21.8,2.7,999.6,2.2,0.0,0
6865,6866,Heilongjiang,China,2020-02-08,295.0,5.0,China-Heilongjiang,47.862000000000045,127.76149999999983,39,0.3,-22.7,7.2,998.9,6.1,0.0,0
6866,6867,Heilongjiang,China,2020-02-09,307.0,6.0,China-Heilongjiang,47.862000000000045,127.76149999999983,40,2.1,-16.1,12.7,990.2,5.4,0.0,1
6867,6868,Heilongjiang,China,2020-02-10,331.0,7.0,China-Heilongjiang,47.862000000000045,127.76149999999983,41,3.6,-17.0,12.7,994.0,6.2,0.0,0
6868,6869,Heilongjiang,China,2020-02-11,360.0,8.0,China-Heilongjiang,47.862000000000045,127.76149999999983,42,25.1,11.3,29.7,982.3,8.5,0.0,0
6869,6870,Heilongjiang,China,2020-02-12,378.0,8.0,China-Heilongjiang,47.862000000000045,127.76149999999983,43,20.5,11.5,29.7,986.6,3.9,0.0,1
6870,6871,Heilongjiang,China,2020-02-13,395.0,9.0,China-Heilongjiang,47.862000000000045,127.76149999999983,44,9.8,-4.9,27.0,995.2,8.9,0.06,1
6871,6872,Heilongjiang,China,2020-02-14,419.0,11.0,China-Heilongjiang,47.862000000000045,127.76149999999983,45,-0.7,-12.6,20.7,4.8,4.1,0.0,0
6872,6873,Heilongjiang,China,2020-02-15,425.0,11.0,China-Heilongjiang,47.862000000000045,127.76149999999983,46,0.1,-13.2,11.5,1.2,2.7,0.0,0
6873,6874,Heilongjiang,China,2020-02-16,445.0,11.0,China-Heilongjiang,47.862000000000045,127.76149999999983,47,0.3,-11.4,11.5,996.8,5.3,0.0,0
6874,6875,Heilongjiang,China,2020-02-17,457.0,11.0,China-Heilongjiang,47.862000000000045,127.76149999999983,48,2.6,-13.9,14.5,992.7,4.5,0.0,0
6875,6876,Heilongjiang,China,2020-02-18,464.0,11.0,China-Heilongjiang,47.862000000000045,127.76149999999983,49,6.3,-7.4,14.5,992.9,4.5,0.0,1
6876,6877,Heilongjiang,China,2020-02-19,470.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,50,9.9,-2.4,21.7,999.6,4.2,0.0,1
6877,6878,Heilongjiang,China,2020-02-20,476.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,51,8.9,-3.8,21.7,3.1,2.8,0.0,0
6878,6879,Heilongjiang,China,2020-02-21,479.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,52,18.1,0.0,24.4,994.3,5.1,0.0,1
6879,6880,Heilongjiang,China,2020-02-22,479.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,53,8.0,-6.0,24.4,990.9,5.4,0.0,0
6880,6881,Heilongjiang,China,2020-02-23,480.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,54,14.2,-6.0,22.1,986.9,8.3,0.15,1
6881,6882,Heilongjiang,China,2020-02-24,480.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,55,7.7,-7.8,22.1,997.7,3.4,0.04,1
6882,6883,Heilongjiang,China,2020-02-25,480.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,56,7.8,-9.4,20.8,2.2,2.7,0.0,1
6883,6884,Heilongjiang,China,2020-02-26,480.0,12.0,China-Heilongjiang,47.862000000000045,127.76149999999983,57,13.0,-4.5,26.2,3.1,3.4,0.0,0
6884,6885,Heilongjiang,China,2020-02-27,480.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,58,10.8,-3.6,26.2,999.1,3.7,0.0,0
6885,6886,Heilongjiang,China,2020-02-28,480.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,59,22.4,2.3,29.7,989.6,7.4,0.02,1
6886,6887,Heilongjiang,China,2020-02-29,480.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,60,16.4,2.5,29.7,994.0,2.7,0.02,1
6887,6888,Heilongjiang,China,2020-03-01,480.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,61,11.3,0.5,26.8,996.1,1.2,0.0,1
6888,6889,Heilongjiang,China,2020-03-02,480.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,62,11.0,-3.3,26.8,999.4,2.2,0.0,1
6889,6890,Heilongjiang,China,2020-03-03,480.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,63,15.0,-4.4,25.0,998.8,2.6,0.0,1
6890,6891,Heilongjiang,China,2020-03-04,480.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,64,14.4,-0.6,27.5,995.7,3.8,0.0,1
6891,6892,Heilongjiang,China,2020-03-05,481.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,65,11.9,-6.5,27.5,992.2,6.4,0.0,1
6892,6893,Heilongjiang,China,2020-03-06,481.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,66,24.3,0.5,29.7,988.8,7.4,0.0,1
6893,6894,Heilongjiang,China,2020-03-07,481.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,67,22.7,14.2,31.3,986.6,7.1,0.04,1
6894,6895,Heilongjiang,China,2020-03-08,481.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,68,23.5,8.1,31.8,988.4,5.3,0.01,1
6895,6896,Heilongjiang,China,2020-03-09,481.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,69,15.3,-2.2,31.8,993.6,2.7,0.0,0
6896,6897,Heilongjiang,China,2020-03-10,481.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,70,19.6,-2.6,28.8,984.7,4.3,0.0,0
6897,6898,Heilongjiang,China,2020-03-11,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,71,22.9,5.7,29.7,981.9,6.9,0.0,1
6898,6899,Heilongjiang,China,2020-03-12,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,72,13.1,2.1,29.7,984.5,11,0.0,1
6899,6900,Heilongjiang,China,2020-03-13,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,73,12.3,0.1,25.2,985.8,6.3,0.0,0
6900,6901,Heilongjiang,China,2020-03-14,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,74,21.8,4.1,31.5,979.4,8,2.76,1
6901,6902,Heilongjiang,China,2020-03-15,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,75,15.7,2.5,31.5,990.1,7.2,0.0,1
6902,6903,Heilongjiang,China,2020-03-16,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,76,19.5,2.5,28.8,983.1,7.7,0.0,0
6903,6904,Heilongjiang,China,2020-03-17,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,77,28.4,13.6,35.8,977.2,5.6,0.0,0
6904,6905,Heilongjiang,China,2020-03-18,482.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,78,31.0,18.3,50.0,971.7,3.6,0.02,1
6905,6906,Heilongjiang,China,2020-03-19,483.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,79,31.2,18.3,42.6,975.8,5,0.0,1
6906,6907,Heilongjiang,China,2020-03-20,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,80,33.8,24.4,42.6,976.0,4.9,0.0,0
6907,6908,Heilongjiang,China,2020-03-21,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,81,31.9,24.1,41.4,982.6,4.2,0.0,0
6908,6909,Heilongjiang,China,2020-03-22,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,82,32.2,23.5,40.1,986.1,4.2,0.0,0
6909,6910,Heilongjiang,China,2020-03-23,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,83,31.4,23.5,41.0,992.0,5.1,0.0,0
6910,6911,Heilongjiang,China,2020-03-24,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,84,38.3,23.5,48.2,988.5,9.4,0.0,0
6911,6912,Heilongjiang,China,2020-03-25,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,85,45.1,32.4,55.6,981.3,12.5,0.05,1
6912,6913,Heilongjiang,China,2020-03-26,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,86,29.5,21.4,55.6,987.5,8.5,0.15,1
6913,6914,Heilongjiang,China,2020-03-27,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,87,24.7,18.0,37.6,987.8,9.7,0.0,0
6914,6915,Heilongjiang,China,2020-03-28,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,88,31.6,17.6,38.3,987.5,11.5,0.0,0
6915,6916,Heilongjiang,China,2020-03-29,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,89,41.0,25.7,52.9,982.1,11.6,0.0,0
6916,6917,Heilongjiang,China,2020-03-30,484.0,13.0,China-Heilongjiang,47.862000000000045,127.76149999999983,90,41.0,25.7,52.9,982.1,11.6,0.0,0
